identify	message	emotion	category
2018-Es-00674	@Camila_Cabello @BrunoMars NO PUEDO ESTAR MAS EMOCIONADA POR TI Y POR LO QUE HAS LOGRADO	alegria	NONE
2018-Es-05931	ESTOY LLORANDO DE FELICIDAD	alegria	NONE
2018-Es-06194	desde nene he sido posero, a quien no le gusta serlo ...todo es imagen... todo es fake 	alegria	NONE
2018-Es-03143	Vivo #Feliz, #vivo #Danzando, vivo mi #música, vivo #Bailando	alegria	NONE
2018-Es-03976	@heavydrjosh  Ay, Sof tu eres súper especial, siempre nos reímos de estupideces, es lindo y agradable. Musho loff <tres	alegria	NONE
2018-Es-00223	@Gtafit0 Tu solo es RT  	alegria	NONE
2018-Es-02953	Tengo sentimientos de tristeza al ver que mis compañeros ya están en prácticas 😔 pero de alegría a la vez de que cumplan este peldaño 🤗😍	alegria	NONE
2018-Es-04561	Mi horóscopo de “cuidate de los dolores estomacales” y llevo dos hras retorciendome de dolor.  Como no quieren que sea tan creyente de eso 	alegria	NONE
2018-Es-00210	Lo bueno de que no este el Eze en casa es que puedo tocar y marcar el ritmo con el pie sin que venga a decirme que deje de golpear el piso 	alegria	NONE
2018-Es-05537	Bueno uno no, par de botellas, unas cuántas, bueno sii 😆	alegria	NONE
2018-Es-00515	@SebaGuerrero19 @NottoBerna Jajajaja sobre todo porque podían mantenerse parados 😂	alegria	NONE
2018-Es-02492	Tengo las conversaciones más interesante con el. 😊	alegria	NONE
2018-Es-05492	Copia de seguridad: recreo para fijaste twitter	alegria	NONE
2018-Es-04673	@iugeloc Por una vez no me has respondido en Twitter vacilandome. Estoy: contenta.	alegria	NONE
2018-Es-03255	Pero al siguiente día que gusto conocerte y aqui todo se olvida💃🎶	alegria	NONE
2018-Es-03734	@chochos Mejor que los horrendos corsé que le ponian, si está el saquito 	alegria	NONE
2018-Es-00599	Que sujeto agradable mi madre	alegria	NONE
2018-Es-06240	@Rusmandown Yo lo entendí pero bueno no fue gracioso :/	alegria	NONE
2018-Es-05143	@kenjigi Jajaja ay soy iop vv :3 	alegria	NONE
2018-Es-03050	#FanArmyFaceOff #ARMY Estoy escuchando Spring day y casi lloro, me siento orgullosa.	alegria	NONE
2018-Es-06050	@AngieFretes Yo te aguanto 	alegria	NONE
2018-Es-04887	Todos los amigos le van a mandar mensajes porque todos lo amamos, me pone contenta, pero me va a responder tipo 10 de la noche a mi...	alegria	NONE
2018-Es-00972	El que con muchas juega con ninguna se queda. 😎😌👍	alegria	NONE
2018-Es-00813	Duermo abrazada de mi stitch que más puedo pedir 😊	alegria	NONE
2018-Es-04639	@MalejaRg_18 Las amo, #Familia #Felicidad 😍❤️💏🦁	alegria	NONE
2018-Es-02988	@DominguezViki Te faltó la ratita y hubiera sido más gracioso jajajajaja	alegria	NONE
2018-Es-05729	Llegamos a Madrid, hala... Un aplauso para el chófer de la nave 🚀 lalalalalalala	alegria	NONE
2018-Es-03680	Chiks pls, no es gracioso que se hagan pasar por Sebastián justo ahora   #SebastianVillalobos #PDCs #SaakTrendy #KCAMexico	alegria	NONE
2018-Es-03435	@_ELBRAYAN_ Muy malvado él que juega así con uno jejeje	alegria	NONE
2018-Es-04039	Agradezco ah mis amigos por poder estar aki con migo y poder ser parte de mi vida: me siento emocionado	alegria	NONE
2018-Es-05661	@MiguelStraube que oso mi yo del 2012 jajaja , te refieras de pela yolo tuitazo? , con el diego 	alegria	NONE
2018-Es-03462	@anvalfajac taba bueno el incienso parece 	alegria	NONE
2018-Es-04102	¿Ustedes también tienen esa risa fingida cuando un niño está fastidiando pero no le pueden pegar ni regañar porque está la mamá? Dolor puro.	alegria	NONE
2018-Es-04901	@magalopezl @chrisfeaterick Que violencia 	alegria	NONE
2018-Es-04090	@malenyaguilera @clauprdzs JAJAJAJA creo que ese día nunca llegará para ninguna de las 2 	alegria	NONE
2018-Es-01968	El día del amigo es como la navidad y año nuevo, todos se aman sólo porque es un día festivo 😷	alegria	NONE
2018-Es-05258	Jajajaja es muy gracioso pensar toda la situación	alegria	NONE
2018-Es-00549	@paynealegriace_ Así tipo vagabundos?   	alegria	NONE
2018-Es-01573	Ojalá pero OJALÁ... Que les vaya muy bien juntos 	alegria	NONE
2018-Es-04120	Vivo #feliz, #vivo #Danzando, vivo mi #música, vivo #Bailando	alegria	NONE
2018-Es-03846	Esta noche es mi sábado a la noche 	alegria	NONE
2018-Es-01541	@MientrasleoS Llueve? Donde? Invernalia? Aquí en la capital de los 7 Reinos, mañana más que agradable, procedemos al santo ritual.	alegria	NONE
2018-Es-02486	Mira que linda curva y yo sin freno 	alegria	NONE
2018-Es-03288	@JuanOrlandoH Muy contenta porque mi familia era mas que explotada con esos elevados intereses.. Se les termino la fiesta	alegria	NONE
2018-Es-00126	@lucastg19 Me imagino Twitter es eso en todo caso, me pareció chistoso ver todo apelotonado en el inicio jajaja	alegria	NONE
2018-Es-05211	Voy a ver a Pantha Du Prince, que alegría ✨	alegria	NONE
2018-Es-03539	Experiencias enriquecedoras se me presentan constantemente, que afortunada soy!	alegria	NONE
2018-Es-04834	Iba a hacer un comentario mamón pero mejor no. Ya dije que ya no seré taaaaaaan culero 	alegria	NONE
2018-Es-02481	Mira que yo estoy bastante loca pero esta mina me gana 	alegria	NONE
2018-Es-03611	Un poco de alegría a las penas 😊💚	alegria	NONE
2018-Es-00340	Mañana es festivo de dormir todo el día, como persona de bien que soy.	alegria	NONE
2018-Es-05564	@Fernandareta_ JAJAJAJAJAJAJAJAJA.  Ah que chistosa. 😂 😂 😂	alegria	NONE
2018-Es-05465	Acostado al fin #DiaPaLargo agradable temperatura en #Viña ni tanto frío	alegria	NONE
2018-Es-06282	jaja entonces a mi me bloquean tanta importancia me dan jajjaja caramba 	alegria	NONE
2018-Es-04480	@ByankaNarvaez Vamos a ver si es verdad. Yo voy a escribir ahorita 	alegria	NONE
2018-Es-05017	Lo dejo que piense que ganó, si empiezo a sacar los trapitos al sol lo dejo en vergüenza y no termino más 	alegria	NONE
2018-Es-01676	No me sigue nadie mal ahi 	alegria	NONE
2018-Es-04685	Me da risa ver cómo la gente presume tener una relación fantástica y hasta conocer con el que cuernean al novio. 	alegria	NONE
2018-Es-03686	Nadie es dueño de tu felicidad, por eso, no dejes tu alegria, tu paz, tu vida en manos de nadie.	alegria	NONE
2018-Es-06459	Yo vivo muerta de la risa la verdad 	alegria	NONE
2018-Es-04158	De verdad que dicha que me di cuenta la clase de personas que están a mi alrededor 👌🏽 justo en mi cara las verdades 👌🏽	alegria	NONE
2018-Es-06386	Gracias por absolutamente todo y sobretodo, gracias por ser la persona que me completa. ¡Feliz día! @CXClV	alegria	NONE
2018-Es-04693	@vickyvickyf14 Feliz dia para vos tb vicky ! 😍😘	alegria	NONE
2018-Es-01780	@GastonDH08 Puuf cada vez que se va viene con algo mejor! Jajaj gracias primo 	alegria	NONE
2018-Es-05851	"Lo veía y me daba cuenta de que pasaría el tiempo y cada vez que viera su sonrisa o escuchara su risa, moriría de ganas de que fuese mío".	alegria	NONE
2018-Es-05983	@AlisonVivanco Brillante !!! Nada más	alegria	NONE
2018-Es-02618	Quiero llamar a mi tío que siempre juega a la quiniela y acierta, para pedirle un nro para el sorteo de Zuluma. Postre o plomo	alegria	NONE
2018-Es-06845	Todos los que me acompañaron ayer de vdd tienen un lugar en mi corazón ❤️ ¡Gracias amigos! (más el ceja que vive para el aeropuerto) jaja 	alegria	NONE
2018-Es-04672	Mi abuela dice que Messenger se le perdió solo 😂 ( lo elimino )	alegria	NONE
2018-Es-06119	Al fin hizo calorsito y pudimos salir a caminar y a comer helado 🍦hermoso fin de semana con David ❤. Ahora a dormir feliz! 	alegria	NONE
2018-Es-05148	@AndreeaRp Sí, btw, yo también me siento orgulloso hahaha	alegria	NONE
2018-Es-05217	Acabo de comprar el bikini más hermoso del mundo , estoy muy feliz 🌊❤️	alegria	NONE
2018-Es-00119	Que ningún gil apague tu sonrisa.	alegria	NONE
2018-Es-05764	@Luca_suarez11 Callate luca seguro te hacemos la vida mas divertida	alegria	NONE
2018-Es-02358	@f85a2c19162a4cd @NituPerez Necesitamos realidades!!! Sino va a ser realista callase!!! 	alegria	NONE
2018-Es-01073	No me puedo dormir, así que fui a tocar a Nala para ver si vivía porque desde que vinimos de la plaza que no se levantó 	alegria	NONE
2018-Es-04759	@c3saro Es la tapa de la burda del 84' 	alegria	NONE
2018-Es-01266	Ahora a entrenar el viernes y el sabado ya se juega	alegria	NONE
2018-Es-01165	Y sigo esperando la invitación 	alegria	NONE
2018-Es-02927	@angela_yama @AndreaCaroPuche Jajajajaa vea sin duda alguna este queda para la Historia bb 	alegria	NONE
2018-Es-00451	@jcsosazpurua Yo lo llamaría socialismo populista, estado de bienestar, cohabitación criminal, culillo, en fin, tantas cosas!! Lamentable!	alegria	NONE
2018-Es-05958	@Real_Oscarinn @lapollislicona Jajajaja si lo peor es que si cocino bien hasta hambre me dio 	alegria	NONE
2018-Es-02343	"Stalkear es un delito federal", espero que me den una celda con vista a algún bueno y que tenga un buen colchón para dormir... Gracias 	alegria	NONE
2018-Es-05151	@phurfemnio Con el hecho de que seas una Selena puedo decirte que me tienes a tus pies, me ha encantado todo de tu perfil. 💕 -N.	alegria	NONE
2018-Es-02538	@Gonzz14 @braianwredeok Literaaaal Yo la fui a ver y ni pensé en eso Buen Dato eh 	alegria	NONE
2018-Es-00306	Si planta una semilla de amistad, rmcognra un ramo de felicidad	alegria	NONE
2018-Es-03064	@LaBarraDePacho @Joha_Jimenez @pablosabbag11 1. Entiendan Sabbag esta HOY en la Sub 20. 2. El @AsoDeporCali no juega para sus delanteros.	alegria	NONE
2018-Es-04491	Mucho gusto, el placer viene después 😋	alegria	NONE
2018-Es-01923	Me da risa siempre todas mis tías me preguntan si estoy pololeando🤦🏻‍♀️	alegria	NONE
2018-Es-01464	@J_manuel56 Ah bueno jajajajaja es bueno saberlo 	alegria	NONE
2018-Es-02587	@katerinenene Puedes escribirme cuando quieras bonita 	alegria	NONE
2018-Es-03180	@erregina No puedo más 	alegria	NONE
2018-Es-04627	Tengo la esperanza de que me HACKEE. no lo sé, tal ves hoy es mi día de suerte #XtiianZechTrendy #JuanPabloJaramillo #CaeliTrendy #KCAMexico	alegria	NONE
2018-Es-03749	Estas pláticas parecen rounds que divertido👹👹	alegria	NONE
2018-Es-01565	@Smgc__ Jajaja quiero salir de esta cueva ya 	alegria	NONE
2018-Es-01003	Jajaja la traumados por el temblor 	alegria	NONE
2018-Es-03651	Definitivamente soy el tipo de persona que da lo que recibe, y la forma en que nos llevamos es el más claro ejemplo de eso 	alegria	NONE
2018-Es-02933	Siento mucha satisfacción ver a Diana y a Nestor tan felices 💙	alegria	NONE
2018-Es-01092	Como me cague de risa jajajajaja	alegria	NONE
2018-Es-03043	Creo que soy la unica persona que manda un voice de 21 segundos y 18 de ellos es mi risa	alegria	NONE
2018-Es-01753	@gastonn012341 Este tw siento que es por mi...... no fue gracioso	alegria	NONE
2018-Es-05302	Llegar a casa feliz de clase y encontrarme con más buenas noticias 💖😍 #Felicidad	alegria	NONE
2018-Es-03606	@jormasis Que dicha. Ya puedo dormir tranquila.	alegria	NONE
2018-Es-06278	Me retiro por el momento, mucho estrés para mi gusto.	alegria	NONE
2018-Es-02216	@suyoshimurakami Ojalá todos los domingos sean asi 	alegria	NONE
2018-Es-03785	@melu13ana Fo que India, justo que pase una foto graciosa ah	alegria	NONE
2018-Es-02694	@LeandroLeunis Un aplauso para los enviados de la RAE a corregir en Twitter 😂😂😂	alegria	NONE
2018-Es-06126	Gracias por enviarme mensaje. Has hecho mi noche maravillosa. 	alegria	NONE
2018-Es-05829	Siempre tengo la suerte de cruzarme con gente de mierda.	alegria	NONE
2018-Es-02352	Porque buscando tu sonrisa estaría toda mi vida.	alegria	NONE
2018-Es-03919	Solterito se vive mejor 	alegria	NONE
2018-Es-00600	Soy un total desastre pero me causo mucha gracia el error que cometí, a dormir feliz 😄 #BuenasNoches💋	alegria	NONE
2018-Es-01539	@MasterChefMx  como cuando lloras en las entrevistas para conmover a los chef 	alegria	NONE
2018-Es-05647	Yo gozo mi vida y otro que la sufra porque con lamento no se gana nada.	alegria	NONE
2018-Es-05957	Y esta soy yo. 😊	alegria	NONE
2018-Es-01638	Estoy tan emocionado ! 😍🎷	alegria	NONE
2018-Es-01060	Vamos a hablar de algo que nos haga divertir, Que de tanta sonrisa la muerte se va inhibir	alegria	NONE
2018-Es-02282	"Y que te queres comer un pito de mandarina" JAJAJAJAJAJAJA basta lo adoro 	alegria	NONE
2018-Es-01283	@SULLICTRL @ROMECTRL @DONGHAECTRL Gue ga nista 😃	alegria	NONE
2018-Es-01957	@KLeal95 Ya casi la hora de la verdad! Y estoy mas emocionado que tu! Hahaha	alegria	NONE
2018-Es-05577	@MatiasMiguez_ seguro le hubiese encantado alta ñapi yo, igual tw amo mañana me ves y se te pasa ❤	alegria	NONE
2018-Es-06679	Como amo no tener ese tipo de preocupaciones.... #Feliz	alegria	NONE
2018-Es-01067	@Makpo1015 bli muy 😆	alegria	NONE
2018-Es-05841	Feliz día manga de kokemones!	alegria	NONE
2018-Es-01371	Esas personas que no tienen Bitmoji en snap como que desentonan 	alegria	NONE
2018-Es-05454	@poeticjoels EN OTRAS PALABRAS CREO YO Q QUISO DECIR ES Q SI TIENEN PREFERENCIA EN UN PAIS DE ELLOS JAJA NO SE 	alegria	NONE
2018-Es-03455	A solo 5 dias de la segunda decisión mas importante de mi vida.💕💕💕👰👰💍💍 #ansiosa #Feliz #Enamorada.	alegria	NONE
2018-Es-03672	Mi mamá ve tutoriales de youtube para pasar los niveles del "Pest Rescue Saga" de FB, que agradable señora	alegria	NONE
2018-Es-04765	@CristinaEnAlfa  Jajajajajaja estaría genial	alegria	NONE
2018-Es-05812	Agus se caga de risa por como lo puteo😂❤	alegria	NONE
2018-Es-03203	Como me está gustando mi vida loco, porqué no me pasó esto antes. Que hermoso año 😀	alegria	NONE
2018-Es-01125	Ta re divertido ver las historias por el día del amigo	alegria	NONE
2018-Es-05683	@Chusita buenos días bonita, espero que tengas un día genial. Te quiero muchísimo. Ya estoy listísima para escucharte 🖤🤞🏻	alegria	NONE
2018-Es-06473	AMADO ARCÁNGEL MIGUEL DÉJALOS AL DESCUBIERTO Q TÚ LUZ DE JUSTICIA DIVINA SEA TAN BRILLANTE Q NO PUEDAN OCULTAR LA TRAICIÓN A LOS CIUDADANOS	alegria	NONE
2018-Es-02726	@nAhugonzA12 que hermoso que te hayan aceptado después de tanto, te re mil felicito, sos super valiente y estoy orgullosa de vos🌈	alegria	NONE
2018-Es-03350	Embelleció haciendo las cosas que le importaban (...) El regocijo es el mejor maquillaje". —Anne Lamott	alegria	NONE
2018-Es-04598	CTM estoy contenta y no se porque	alegria	NONE
2018-Es-03442	@liberixngirl Encima las chabonas con alta cara de satisfacción ahí pero dejate de joder y comete una buena verga	alegria	NONE
2018-Es-05668	@saan90 @Themummy1 @Chenoaoficial Precioso, emocionante😢😢😢 Sabias palabras de Patri❤❤❤ Gracias por el video Sandra😘	alegria	NONE
2018-Es-00221	@_andreapaz Por lo menos hay una creatividad y un esfuerzo en desarrollar eufemismos tan desarrollados 	alegria	NONE
2018-Es-03730	@NunkMasKK @martintetaz grabois sucio se caga en los  pobres.Hipocrita. aplausos para Lanata	alegria	NONE
2018-Es-03788	Desde el viernes que estoy comiendo milanesas 	alegria	NONE
2018-Es-01849	@warkentin @AnaLauraRR Mil gracias 😊	alegria	NONE
2018-Es-03447	Si borró las etiquetas de las fotos ¿hubo amor del bueno? 	alegria	NONE
2018-Es-01312	@c_steven07 Me estás diciendo que me callé falta de respeto mmmm 	alegria	NONE
2018-Es-03171	@18XXX17 Regalarle un masaje así a mi mujer. Seguro que quedaría encantada. Jijiji	alegria	NONE
2018-Es-00875	@Papelitos_azul @_pupile_ SIEMPRE 😂😂😂😂 Para suerte tuya, no tiene u.u	alegria	NONE
2018-Es-05540	No tengo palabras para describir lo afortunado que me siento con el apoyo que me brindan cada día mas, gracias, estamos juntos en esto💥	alegria	NONE
2018-Es-02160	@ElAlbanBorja @xmarquez te recomiendo los tacos en @ElAlbanBorja  😊	alegria	NONE
2018-Es-06358	La Puteria es bien entretenida por las noches	alegria	NONE
2018-Es-00786	Una no se levanta amorosa todos los días, aprovechen 	alegria	NONE
2018-Es-04730	Se fue el inter... Aplausos @weni_habbo @BryanBieber17HB	alegria	NONE
2018-Es-05910	Mis 2 mejores amigas subieron historias bardeandome porque nunca más veo, yo subi una contenta porque nos organizamos. ASI SON EH	alegria	NONE
2018-Es-02380	Con todo en general, digo con seguridad NO me equivoco 	alegria	NONE
2018-Es-04870	Pues toma el mochi encantado.	alegria	NONE
2018-Es-06209	Que hermoso tener esta relación con mi vieja aún a la distancia, que me cuente sus cosas, lo que le molesta y lo que la pone feliz 	alegria	NONE
2018-Es-04423	@LAXTNITE Fue divertido mientras duro. ♡	alegria	NONE
2018-Es-04838	@offinthemorning ¿En dónde se le da el “me divierte”? 	alegria	NONE
2018-Es-06026	@gigimk_ Amor, quiero decirle que la extraño y le deseo una buena noche :(. Duerma y tenga un agradable día mañana ❤.	alegria	NONE
2018-Es-04684	Yo ni en cuenta de las novedades de Facebook 	alegria	NONE
2018-Es-02833	Que ganas de mandar todo a la mierda. 😊	alegria	NONE
2018-Es-00855	@makikuroneko Sí, en las buenas y en las malas, hasta que la muerte nos separe 	alegria	NONE
2018-Es-02177	Ele tentando me animar😂😂❤	alegria	NONE
2018-Es-04854	En realidad fue divertido, para mi claro.	alegria	NONE
2018-Es-06774	Anoche se la hice de pedo a un pendejo porque apenas me descuide 30 segundos y ya le estaba intentado hablar a mi novio. 	alegria	NONE
2018-Es-05263	no me voy a meter en el bardo me siento orgullosa de ariana y se todo lo q hace para dejar el odio de lado pero le gusta la pija ahre	alegria	NONE
2018-Es-02640	Tic tac la aguja en las 4 por fortuna pasaron 20 minutos	alegria	NONE
2018-Es-04454	todo aclarado ya por suerte 	alegria	NONE
2018-Es-01744	Tan divertido es ignorarme? Para hacerlo yo también 😆	alegria	NONE
2018-Es-05426	@gxrbxgs Qué agradable sujeta.	alegria	NONE
2018-Es-02295	@bg_elwazoswki Cual cállate  viejo ya!	alegria	NONE
2018-Es-05853	Gastar dinero es un gusto; no es un dinero perdido	alegria	NONE
2018-Es-02495	@daniidmontiel Ya las cortaré 	alegria	NONE
2018-Es-01250	@AmirDeguer jajajajaja pero según vos siempre hay pocos 	alegria	NONE
2018-Es-05121	@kmi_tania Jajajajaja te juro que si, la comida me hace feliz 	alegria	NONE
2018-Es-05745	No era lo que esperaba pero estoy satisfecho	alegria	NONE
2018-Es-04488	@los40mx @PaolaGalina @CD9 Una divertida y padre entrevista Pao	alegria	NONE
2018-Es-02296	bad es excelente a pesar de que los grammys lo despreciaron, lleno de optimismo, romance, urbanismo, vocals y su mejor gira	alegria	NONE
2018-Es-03859	No importa lo molesto que puedas estar con alguien, sin importar la razón siempre te preocuparás por su bienestar.	alegria	NONE
2018-Es-06184	@satlad Ya casi te abrazo 	alegria	NONE
2018-Es-06032	Estas infranqueables ganas de no hablar con nadie también cuentan como entusiasmo.	alegria	NONE
2018-Es-02803	Me encantaba verla sonreír cuando estábamos juntas	alegria	NONE
2018-Es-05703	@Princcipizza Rola la 🍕. 	alegria	NONE
2018-Es-05182	Y se hacen llamar periodistas, muy pocos los decentes eh! Aplausos @Miguel_layun	alegria	NONE
2018-Es-06579	Ya no es divertido cuando ni siquiera llegas al metro 50 🙃🙃🙃	alegria	NONE
2018-Es-06145	@antifazdelzorro Jajajaja me agarró a mi por andar activa 	alegria	NONE
2018-Es-03257	#DeColombiaMeGusta Cuando la gente se incapacita porque juega la seleccion	alegria	NONE
2018-Es-01867	La felicidad llega cuando menos la esperas; ¡Aprovéchala! que nada pierdes con tenerla. #Fav #RT #FF #felicidad	alegria	NONE
2018-Es-06390	Vivo #Feliz, #vivo #danzando, vivo mi #música, vivo #Bailando	alegria	NONE
2018-Es-06063	Que afortunada soy de tener a los amigos que tengo, de verdad lo mejor de mi vida❤	alegria	NONE
2018-Es-02831	Pero seee, ya te estoy contestando 	alegria	NONE
2018-Es-04722	@AndreNoriega_ Tuitazo del 2012 	alegria	NONE
2018-Es-02821	todos te abrazan durante los aplausos todos te ignoran durante los sollozos.	alegria	NONE
2018-Es-06597	mañana es festivo por lo tanto no tengo que madrugar amo la vida	alegria	NONE
2018-Es-00596	🍹🌴 Sos lindo y de belgrano asi que me caes bien 	alegria	NONE
2018-Es-05469	La felicidad es un maquillaje	alegria	NONE
2018-Es-03056	Se imaginan, que gracioso.	alegria	NONE
2018-Es-01019	@obst_enrique Ja ja ja que chistoso	alegria	NONE
2018-Es-02007	@DKev_14 Optimismo al 💯 cabron! Vengaa👊🏻	alegria	NONE
2018-Es-00003	¿Será que tantos celos y mal genio es lo que no me deja crecer? 	alegria	NONE
2018-Es-00476	@ImBroLyK @ImQuantiCoo__93 Il pue la merde 	alegria	NONE
2018-Es-01951	@niniclaros @NekoJitaBlog Así es nini y hoy se siente muy fresco... El calor de días anteriores me tenia loca 	alegria	NONE
2018-Es-02511	Mañana es lunes y yo me desvelo pura estupida 	alegria	NONE
2018-Es-02560	@Dxllnweeks Gracias. 	alegria	NONE
2018-Es-01029	'Si te veo sonreír me siento completo'. Estallo de amor por mis amigoooos💥💖💖	alegria	NONE
2018-Es-04972	@zinxsoficial LPM QUIEN ME PUEDE sTALKEAR A MI 	alegria	NONE
2018-Es-06623	Después de una travesía, he de decir, bastante agradable, llegué a casa.	alegria	NONE
2018-Es-05068	Feliz día fandom ❤	alegria	NONE
2018-Es-01736	@Guid0Fernandez_ Feliz día amigo❤	alegria	NONE
2018-Es-02022	Oye, ¿Y quienes eran los #PSLP que cayeron en el fake? Digo para reirme un rato, o webiarlos...No sé 	alegria	NONE
2018-Es-04669	@CynthiaCayo10 Que es lo gracioso? 🤔	alegria	NONE
2018-Es-01049	me quieren hacer molestar pero soy una persona muy divertida, a los 20 deje los problemas de ira	alegria	NONE
2018-Es-01134	@Camila_Cabello estoy tan emocionada boluda, me muero de ansiedad más o menos, me siento como una mamá orgullosa that's my pollito	alegria	NONE
2018-Es-05063	Cc cuando te vienes a casa de tu mejor amigo a conbeber con su hno y primo pero sin el 	alegria	NONE
2018-Es-03676	Cando uno se propone tener un buen año, no importa lo que pase, solo es cuestión de actitud. Esta en uno #Felicidad 😬☺️🙌	alegria	NONE
2018-Es-01005	La gente que tuitea con el #feliz + *inserte día de la semana* es para premio	alegria	NONE
2018-Es-06453	@nachosaldes Estamos dentro de un capítulo de Black Mirror 	alegria	NONE
2018-Es-05390	"Tienes esa sonrisa que me gustaría ver cada día de mi vida."	alegria	NONE
2018-Es-02192	¿Esa parranda de los vecinos que ve?  Es miércoles aunque mañana sea festivo.	alegria	NONE
2018-Es-03975	@isabellamadrid1 Esa foto de esa nena sonriendo me da mucha risa.	alegria	NONE
2018-Es-03649	Hay gente levantándose ahora y yo, satisfecho, me voy a dormir.	alegria	NONE
2018-Es-00910	Unas cervezas bien frescas y música en casa 	alegria	NONE
2018-Es-03219	Por si querías saber todavía te stalkeo jejeje 	alegria	NONE
2018-Es-02826	@Artemisa_guerre No andes jugando con eso Yess ☝ y menos de noche 	alegria	NONE
2018-Es-02886	✴Feliz dia a todas estas personitas de aquí, en verdad lxs quierx y aprecio mucho, espero que lo tengan siempre presente ⬇⬇⬇✴	alegria	NONE
2018-Es-01296	@Gipsy_Toy @Dieci7Rayas Holii, yo por mí encantada JAJAJAJA	alegria	NONE
2018-Es-03210	Estoy viendo life hacks que nunca aplicaré pero qué entretenido es.	alegria	NONE
2018-Es-01654	Que felicidad me da saber que mañana te veo Mj amigo😻💜	alegria	NONE
2018-Es-03407	LA PREGUNTA DEL MILLON  Soy graciosa? Ahr	alegria	NONE
2018-Es-03521	Habilidades de las que estoy orgulloso: eructar el abecedario.	alegria	NONE
2018-Es-06045	@Martiin_29azul Jajajajaja Admite que estuvo para morirse 	alegria	NONE
2018-Es-04330	@PliskoPova Yo lo vi hace poco, esta super chistoso jajaja. Y con la misma expresión de Vegeta mientras graba a Davis 😊	alegria	NONE
2018-Es-04442	@EvieSd_ @Alien_Waldorf Eres una chica divertida, cállate.	alegria	NONE
2018-Es-02035	Quien es ese actor porno salido de la carcel interpretando a yamcha? 	alegria	NONE
2018-Es-00678	Da igual si se acaban rápido los fines total no hago nada 	alegria	NONE
2018-Es-06912	no hay alegría sin dolor,y todavía falta lo mejor...!	alegria	NONE
2018-Es-02059	@Valeria_Morante En mi caso, si le valgo madre 😅	alegria	NONE
2018-Es-01310	Arruga que es gratis 	alegria	NONE
2018-Es-03466	Quiero escuchar toditos mis dvds de una vez de Rita Lee, Marisa Monte, Ana Carolina, Ivete Sangalo, Vanessa da Mata. y KE ! Remiiix jajaja 	alegria	NONE
2018-Es-01699	@FxmmxFxtxl   — Sí. — 10. — Sí. — Estaría encantado de recibir un mensaje tuyo.	alegria	NONE
2018-Es-06411	@magalitajes Gracias a vos, me puso muy contenta escucharte leyendo mi libro. Ya sabés que te admiro y te quiero mucho 💜	alegria	NONE
2018-Es-00520	@Jonathan_Miich @Mariela_Rueda Tú mismo lo dijiste, no lo cambio, además la noche es larga 😅	alegria	NONE
2018-Es-00393	@iiann_x4 Ajajaja pero he-man era rubio y yo no 	alegria	NONE
2018-Es-01091	No se si eso es para mi o qué , boe 	alegria	NONE
2018-Es-06108	@ElAlbanBorja cuando eras niño el mejor plan de fds era ir a los juegos del cc y terminar comiendo en tacos california #GrandeElAlbanBorja 	alegria	NONE
2018-Es-04057	He escuchado a personas decir que si comen por la noche luego no pueden dormir, en mi caso es al revés, si yo no como no duermo!! 😂	alegria	NONE
2018-Es-00664	Nada más te engañe con una vieja, menos, como con 5 yo creo 	alegria	NONE
2018-Es-06517	@Muertelenta_ 😂😂😂 "incomoduarte" hacer una sonrisa estúpida que te haga querer asesinar al que la pone!	alegria	NONE
2018-Es-05408	@rtorresabc123 A ver alégrese carajo! Le vale madres mi felicidad😂😂	alegria	NONE
2018-Es-03738	No quiero recordar lo que hice ayer. 	alegria	NONE
2018-Es-04269	El vicio es la ruina, no encuentro fortuna	alegria	NONE
2018-Es-00539	Feliz día a la mejor amiga del mundo @joelswey te agradezco por todo lo que has hecho por mí y por siempre estar ahí para mí, I love you 💙💙💙	alegria	NONE
2018-Es-06372	#DeColombiaMeGusta sentirme orgulloso de haber nacido aquí, y que mi corazón lata super rápido cuándo suena el Himno Nacional.	alegria	NONE
2018-Es-06457	@Fhuzer @lollapaloozacl Que nervios!! 3 días de conciertos 😆	alegria	NONE
2018-Es-04192	@fangirlforMila Suele pasar por andar de chismosa 	alegria	NONE
2018-Es-04553	@Loladiani Jajaja seguro era por eso! 	alegria	NONE
2018-Es-05326	Pasó toda la noche hablando de eso 	alegria	NONE
2018-Es-02682	en serio les sigue pareciendo gracioso lo de icardi y maxi lopez?	alegria	NONE
2018-Es-01031	¡Feliz día a todos mis amigos y amigas de Misiones que pasen un día lleno de luz y alegria!!!	alegria	NONE
2018-Es-04503	Mi hermana quiere dormir y no la dejo xq estoy viendo encantada . Quien tiene 7 ahora??	alegria	NONE
2018-Es-06400	Hace tres años en el hipico me tome una Foto con un desconocido y hoy me doy cuenta que me escribió para mandarme la foto 	alegria	NONE
2018-Es-02318	Por si me stalkeas: me va mucho mejor sin ti 	alegria	NONE
2018-Es-01873	@NasranaAIC Jajajajajajajaja no c, weno si c pero no wa decir 	alegria	NONE
2018-Es-01871	Mis amigos en otras provincias estan disfrutando de recis de bandas re piola gratuitos y yo aca,viendo como dan zumba en la laguna 	alegria	NONE
2018-Es-01592	@SoSofiaReyes Que rapido se pasa el tiempo 🙈 siento que acabas de cumplir años  	alegria	NONE
